ID,식품명,에너지(kcal),탄수화물(g),단백질(g),지방(g),비타민A(R.E),리보플라빈(mg),칼슘(mg),철분(mg)
9806,"현미밥, 쑥된장국, 사과돌나물초무침, 베이컨감자채볶음, 오삼불고기, 배추김치",718.2,84.3,38.8,28.0,348.3,0.6,164.4,4.0
9807,"완두콩밥, 열무된장무침, 고구마스트링롤까스, 소스, 배추김치, 양송이스프, 콘샐러드, 요구르트, 요거얌얌",856.8,121.1,31.8,26.6,185.4,0.4,290.1,3.0
9808,"귀리밥, 팔미어파이, 부대찌개, 해물파전, 가자미구이, 김구이, 오이부추무침, 거원",834.4,112.7,47.2,23.8,386.4,0.8,251.1,5.0
9809,"검정콩밤밥, 감자다시마국, 사태김치찜, 숙주미나리나물, 토마토스크램블에그, 깍두기",620.1,81.8,41.1,16.8,461.6,1.1,279.6,5.0
9810,"찹쌀밥, 보조밥, 오이지무침, 고춧가루, 통살새우까스, 타르소스, 배추김치, 짜장면, 망고주스",919.9,142.3,28.4,29.7,168.2,1.1,281.3,3.0
9811,"현미밥, 근대된장국, 돈갈비찜, 미역줄기볶음, 찰도그롤, 배추김치",865.4,82.5,44.9,40.1,258.8,0.8,187.8,4.0
9812,"발아, 곡밥, 알감자버터구이, 청포묵김가루무침, 닭갈비, 배추김치, 바나나, 오징어무국",697.6,103.8,36.2,17.9,299.2,0.6,231.2,3.0
9813,"곤드레나물밥, 부추양념장, 계란실파국, 더덕오이무침, 명엽채볶음, 언양식바싹불고기, 배추김치",561.3,62.5,44.5,15.8,358.7,1.2,292.7,5.0
9814,"기장밥, 순대국, 흰, 참나물무침, 고구마맛탕, 삼치구이, 깍두기, 대저토마토",794.0,146.2,23.0,18.8,181.0,0.4,285.1,5.0
9815,"치킨마요덮밥, 팽이버섯장국, 왕만두, 근대된장무침, 소떡소떡, 배추김치",1071.5,130.7,37.6,45.2,276.2,0.9,211.9,6.0
9816,"분도미밥, 새싹초코케익, 북어계란국, 비름나물, 제육볶음, 봄나물전, 배추김치",735.3,93.0,45.5,21.1,313.7,0.6,210.6,4.0
9817,"기장밥, 열무된장국, 멸치콩강정볶음, 쌈장, 부추양파무침, 오리로스구이, 배추김치, 무쌈",703.7,69.2,34.4,32.5,477.7,0.6,350.3,6.0
9818,"차조밥, 미역국, 야채계란찜, 주꾸미치즈떡볶음, 새우청경채볶음, 배추김치, 요거톡",813.2,115.9,42.7,21.3,318.1,1.0,265.0,5.0
9819,"미트소스스파게티, 수제오이피클, 닭다리오븐구이, 골드파인애플, 하와이안버블샐러드",1168.6,171.8,56.3,31.5,345.7,0.8,135.8,5.0
9820,"차수수밥, 어묵국, 메추리알연근조림, 오이부추무침, 돈육김치볶음, 온두부, 오이, 브로콜리, 초고추장",647.2,93.5,45.8,14.4,288.7,0.5,166.6,4.0
9821,"현미밥, 얼큰짬뽕국, 건파래볶음, 애호박가지볶음, 가자미살튀김, 배추김치, 오렌지",586.8,76.2,30.1,19.6,145.2,0.3,193.2,3.0
9822,"잡곡밥, 감자수제비국, 어묵꽈리고추볶음, 매콤닭볶음, 진미채볶음, 배추김치",883.1,109.1,59.3,24.9,332.4,0.7,180.6,4.0
9823,"현미밥, 돈등뼈감자탕, 매콤떡볶이, 왕새우튀김, 배추김치, 요거트과일샐러드",1218.1,164.9,42.1,46.9,288.5,0.6,309.1,6.0
9824,"김치볶음밥, 베트남쌀국수, 코우슬로샐러드, 크림치즈미트번, 깍두기, 오렌지",910.3,120.0,35.0,32.9,145.1,0.4,192.9,4.0
9825,"차수수밥, 닭곰탕, 취나물무침, 순대떡볶이, 배추김치, 연두부, 양념장, 사과당근주스",866.0,129.9,36.7,25.4,385.4,13.9,288.0,1.0
9826,"잡곡밥, 근대된장국, 훈제오리야채볶음, 달걀토마토볶음, 햄감자채볶음, 백김치",731.4,70.0,35.7,36.1,445.0,0.8,190.9,5.0
9827,"소고기콩나물밥, 양념장, 미니우동, 건새우애호박볶음, 핫도그, 케첩, 거원, 깍두기",925.9,149.6,31.2,20.9,165.4,0.5,478.4,4.0
9828,"보리밥, 시금치된장국, 두부조림, 찹쌀콩멸치볶음, 돼지갈비떡찜, 볶음김치",1098.6,103.3,59.5,50.6,358.5,0.9,295.8,6.0
9829,"카레라이스, 배추김치, 수제식빵피자, 오렌지, 샐러드, 키위드레싱",873.5,121.8,34.8,31.4,257.2,0.5,540.5,4.0
9830,"흑미밥, 육개장, 어묵버섯볶음, 미역줄기팽이볶음, 타코야끼, 배추김치",1491.0,122.1,34.0,96.0,178.7,0.6,281.3,6.0
9831,"잡곡밥, 배추시래기국, 야채달걀찜, 콩나물무침, 제육볶음, 배추김치, 쑥인절미",918.9,123.5,61.5,22.5,445.0,0.7,274.1,6.0
9832,"차수수밥, 북어달걀국, 유채나물무침, 오리주물럭, 녹두빈대떡, 백김치, 딸바라떼",1308.4,154.1,49.0,59.5,596.2,1.2,388.7,7.0
9833,"기장밥, 부대찌개, 오이부추무침, 베이컨감자채볶음, 고등어구이, 마카로니샐러드",1005.4,108.4,44.9,44.4,177.1,0.7,158.3,5.0
9834,"봄나물비빔밥, 미소된장국, 도토리묵무침, 회오리감자, 배추김치, 방울토마토",1381.3,123.2,23.3,93.1,502.1,0.6,253.9,4.0
9835,"잡곡밥, 순두부찌개, 명엽채볶음, 연근조림, 매콤닭갈비, 깍두기",821.5,122.1,68.3,10.3,311.8,0.8,267.9,6.0
9836,"흑미밥, 봄동된장국, 오향장육, 파채, 쫄면야채무침, 보쌈김치, 바나나",943.5,141.4,56.6,19.0,232.8,1.1,198.4,5.0
9837,"짜장라이스, 청경채버섯볶음, 후르츠탕수육, 배추김치, 요거트과일샐러드",1242.8,154.8,34.8,55.3,200.2,0.8,150.2,1.0
9838,"보리밥, 냉이된장국, 견과류멸치볶음, 매콤닭볶음, 스크램블에그, 배추김치",770.9,58.0,62.4,35.2,396.9,1.2,292.2,7.0
9839,"잡곡밥, 미니초코케익, 들깨미역국, 우엉잡채, 쭈꾸미불고기, 배추김치",824.2,117.2,53.1,18.3,491.3,1.7,198.4,6.0
9840,"쇠고기볶음밥, 스틱치즈케이크, 근대된장국, 오리훈제, 부추무침, 배추김치, 무쌈",831.9,65.6,37.0,44.3,228.3,0.6,115.8,4.0
9841,"친환경기장밥, 쇠고기무국, 비빔만두, 낙지볶음, 깍두기, 에그타르트",803.6,117.7,49.1,20.4,373.6,0.2,132.5,4.0
9842,"콩나물밥, 두부된장국, 유채나물무침, 장각오븐구이, 배추김치, 모듬견과류",573.3,65.0,32.0,22.9,231.9,0.7,250.9,4.0
9843,"친환경차조밥, 짬뽕국, 연근조림, 얼갈이된장무침, 쇠불고기, 깍두기, 야채음료",910.0,96.2,41.4,43.6,203.8,1.5,169.0,6.0
9844,"친환경흑미밥, 쇠고기우거지국, 호박볶음, 갈치구이, 회오리감자, 배추김치, 요플레",889.7,112.0,35.6,33.1,177.6,0.5,340.3,6.0
9845,"친환경수수밥, 쇠고기육개장, 매운돼지갈비찜, 미나리숙주무침, 떡강정, 배추김치, 딸기",662.5,119.1,26.1,12.7,221.9,0.5,110.1,3.0
9846,"산채비빔밥, 팽이버섯된장국, 롤도그, 열무김치, 망고주스, 고구마샐러드",651.7,106.0,21.0,20.6,229.6,0.3,153.0,2.0
9847,"친환경차조밥, 갈비탕, 브로콜리, 오징어, 초장, 부추오이무침, 미트볼조림, 배추김치, 황금향",998.4,97.2,49.4,47.6,197.2,0.6,167.3,6.0
9848,"친환경수수밥, 호빵, 북어채무국, 알감자조림, 제육볶음, 표고버섯볶음, 깍두기",815.8,121.5,41.9,26.0,367.3,0.8,95.6,3.0
9849,"친환경수수밥, 미니우동, 명엽채볶음, 토마토치즈샐러드, 수제돈가스, 데미소스, 배추김치, 마카롱",787.8,123.0,39.6,15.9,102.8,0.4,279.3,3.0
9850,"친환경기장밥, 돈등뼈감자탕, 청경채무침, 잡채, 수제오징어튀김, 깍두기, 홍삼음료",1019.2,123.3,56.2,34.9,281.3,1.3,234.8,4.0
9851,"친환경현미밥, 두부된장국, 등갈비김치찜, 탕평채, 미역줄기볶음, 총각김치",521.8,74.5,27.3,13.7,111.4,0.5,192.6,6.0
9852,"김치볶음밥, 달걀파국, 치커리야채무침, 수제칠리새우, 배추김치, 딸기주스, 인절미",944.4,145.3,33.6,27.5,183.5,0.4,257.0,4.0
9853,"친환경수수밥, 닭곰탕, 시금치무침, 진미채볶음, 함박스테이크, 갈릭소스, 배추김치",705.3,104.2,30.0,20.9,402.2,0.5,130.4,4.0
9854,"친환경보리밥, 시래기된장국, 메추리알사태장조림, 건파래볶음, 치즈갈릭연어스테이크, 깍두기, 배",795.9,113.4,39.9,22.8,165.8,0.8,221.8,5.0
9855,"친환경차조밥, 낙지연포탕, 보쌈, 무말랭이무침, 배추김치, 무쌈, 쌈장",689.8,82.5,37.8,23.9,96.5,0.5,143.4,4.0
9856,"친환경수수밥, 동태찌개, 오이도라지무침, 수제유린기, 알감자버터구이, 깍두기",810.6,119.9,48.3,18.3,99.5,0.5,146.8,3.0
9857,"보조밥, 투움바파스타, 상추겉절이, 데리야끼목살구이, 총각김치, 야채음료, 피클",882.4,166.2,33.2,15.5,116.4,0.4,155.5,3.0
9858,"친환경차조밥, 순두부찌개, 콩나물볶음, 오이쌈장무침, 쇠불고기, 배추김치, 마시는요거트",773.7,115.5,35.8,19.9,96.5,0.8,297.8,7.0
9859,"친환경흑미밥, 어묵무국, 무장아찌무침, 제육볶음, 부추전, 깍두기, 딸기",834.3,120.2,42.1,26.0,500.7,0.9,160.4,5.0
9860,"친환경기장밥, 오리탕, 떡볶이, 가자미구이, 깍두기, 군고구마",900.6,156.0,34.1,20.2,194.5,0.4,170.4,4.0
9861,"친환경수수밥, 근대된장국, 감자조림, 도토리묵무침, 언양식불고기, 배추김치",535.1,99.5,21.5,9.2,225.1,0.5,187.1,7.0
9862,"자장소스, 밥용, 잡채밥, 양념치킨, 열무김치, 리치주스, 양상추샐러드, 오리엔탈",993.4,170.7,42.7,18.8,156.3,0.5,154.8,2.0
9863,"친환경차조밥, 콩비지찌개, 쇠고기오이볶음, 수제돈가스, 데미소스, 깍두기, 메론",845.3,115.0,46.7,22.1,89.0,0.5,158.6,4.0
9864,"친환경현미밥, 얼갈이된장국, 돼지갈비찜, 미나리숙주볶음, 진미채볶음, 배추김치",1387.1,99.9,37.6,91.7,168.4,0.5,132.8,3.0
9865,"친환경차조밥, 닭곰탕, 애느타리버섯볶음, 칠리탕수육, 깍두기, 사과",705.7,99.3,41.4,18.0,73.1,0.5,92.7,3.0
9866,"친환경수수밥, 짬뽕순두부, 어묵볶음, 아삭고추무침, 백순대볶음, 소스, 배추김치",564.3,86.1,25.2,14.5,70.3,0.3,185.8,7.0
9867,"카레소스, 친환경현미밥, 실곤약무침, 수제간장치킨, 깍두기, 아이스크림",923.3,159.4,39.8,18.8,138.3,0.4,134.2,4.0
9868,"친환경기장밥, 어묵무국, 오이도라지무침, 팽이버섯전, 돼지고기부추구이, 배추김치",730.7,111.0,51.3,14.0,334.8,1.4,125.6,4.0
9869,"친환경기장밥, 돈등뼈감자탕, 상추겉절이, 떡잡채, 두부가라아게강정, 깍두기",1014.4,130.0,44.2,36.4,177.9,0.6,205.4,4.0
9870,"친환경현미밥, 북어콩나물국, 치즈불닭, 고구마줄기볶음, 배추김치, 딸기주스",590.4,88.8,41.1,8.9,101.4,0.5,367.1,4.0
9871,"친환경보리밥, 사골감자옹심이국, 시금치나물볶음, 제육볶음, 콘치즈, 깍두기",816.5,84.9,48.6,33.2,455.7,0.4,291.2,3.0
9872,"오므라이스, 오레오추러스, 팽이버섯된장국, 만두찜, 간장, 오이지무침, 배추김치",895.2,137.2,34.5,24.1,206.0,0.7,182.9,1.0
9873,"친환경수수밥, 부대찌개, 갈치무조림, 고사리나물, 고기완자전, 총각김치",700.1,91.9,48.5,16.7,267.9,0.7,160.7,6.0
9874,"친환경차조밥, 쇠고기무국, 당면, 메추리알사태장조림, 알감자버터구이, 깍두기, 과일샐러드, 콘후레이크",750.3,105.3,39.5,21.8,106.3,0.6,110.5,4.0
9875,"친환경기장밥, 고추장찌개, 야채달걀찜, 깻잎나물볶음, 탄두리오리훈제볶음, 배추김치",893.4,79.5,51.6,42.2,312.2,1.0,210.6,6.0
9876,"친환경차조밥, 쇠고기미역국, 알감자약고추장조림, 수제떡갈비, 총각김치, 홍삼음료",1092.3,178.6,52.3,25.1,374.8,1.7,144.3,6.0
9877,"친환경수수밥, 콩가루배추국, 아몬드멸치볶음, 떡볶이, 치즈함박스테이크, 총각김치",777.5,116.2,36.0,20.6,48.1,0.4,310.6,3.0
9878,"친환경흑미밥, 두부된장국, 연근조림, 보쌈, 무말랭이무침, 배추김치, 무쌈, 쌈장",738.1,88.2,55.4,19.4,43.8,0.9,178.8,5.0
9879,"친환경차조밥, 고추장찌개, 어묵볶음, 미나리숙주볶음, 간장닭갈비, 깍두기",584.4,86.5,41.1,9.8,88.9,0.3,117.1,3.0
9880,"친환경수수밥, 떡만두국, 마파두부, 애느타리버섯볶음, 깍두기, 과일샐러드",994.2,179.1,36.3,18.5,185.4,1.0,203.4,1.0
9881,"친환경차조밥, 쇠고기버섯국, 오이사과무침, 낙지볶음소면사리, 달걀말이, 배추김치",924.8,159.1,44.5,12.8,190.9,0.7,139.8,6.0
9882,"친환경기장밥, 나가사끼짬뽕국, 볼어묵조림, 시금치나물볶음, 양념치킨, 깍두기",805.8,115.4,39.4,21.8,411.4,0.2,106.1,2.0
9883,"친환경차조밥, 북어콩나물국, 매운돼지갈비찜, 미역줄기볶음, 감자전, 간장소스, 배추김치",935.9,143.8,43.7,29.1,520.4,1.1,151.6,4.0
9884,"친환경수수밥, 샐러드파스타, 오이도라지무침, 수제돈가스, 데미소스, 깻잎김치, 양송이파슬리크림스프",678.9,109.4,35.5,12.8,48.3,0.4,110.7,2.0
9885,"친환경기장밥, 김치낙지수제비, 호박볶음, 훈제오리야채구이, 총각김치, 무쌈, 머스타드",633.5,58.0,30.8,35.0,48.7,0.4,140.8,4.0
9886,"친환경차조밥, 순두부찌개, 참나물무침, 할라피뇨크림떡볶이, 수제완자전, 깍두기",875.3,98.8,41.5,35.9,245.1,0.6,280.0,4.0
9887,"친환경차조밥, 시금치된장국, 가지볶음, 카레감자채볶음, 수제치킨스테이크, 소스, 배추김치",499.0,80.8,42.3,3.2,278.7,0.5,97.8,3.0
9888,"친환경기장밥, 해물볶음짬뽕, 쇠고기무국, 오이쌈장무침, 가자미구이, 배추김치",660.5,98.6,35.6,13.6,63.0,0.3,121.6,3.0
9889,"산채비빔밥, 팽이버섯된장국, 치즈핫도그, 열무김치, 도토리묵양념장, 요플레",622.9,93.1,23.4,19.8,220.2,0.4,242.9,2.0
9890,"친환경보리밥, 돈육김치찌개, 우엉채땅콩조림, 진미채볶음, 양파닭, 크리미소스, 갓김치",749.1,93.0,42.2,25.6,127.2,0.6,152.4,3.0
9891,"친환경기장밥, 돈등뼈감자탕, 깻잎찜, 바비큐맛닭볶음, 두부구이, 깍두기",1534.6,161.6,72.9,66.5,357.4,1.0,308.8,1.0
9892,"친환경기장밥, 순대국, 다데기, 오이무침, 메추리알케찹볶음, 고등어구이, 깍두기",639.4,80.2,31.2,20.6,154.8,0.8,136.0,7.0
9893,"김가루밥, 미니쌀국수, 단무지부추무침, 수제탕수육, 배추김치, 자몽주스",970.0,141.2,40.5,30.0,124.1,0.4,140.0,5.0
9894,"친환경수수밥, 콩가루배추국, 쫄면야채무침, 아몬드멸치볶음, 김치치즈함박스테이크, 총각김치",782.9,126.9,37.4,23.6,589.7,0.7,338.9,6.0
9895,"친환경차조밥, 어묵무국, 미나리숙주볶음, 닭갈비, 고구마치즈그라탕, 깍두기",654.3,100.0,33.9,16.3,133.3,0.2,220.9,2.0
9896,"친환경흑미밥, 아욱국, 연근조림, 보쌈, 무말랭이무침, 배추김치, 무쌈, 쌈장",716.8,88.6,53.2,18.4,238.9,1.0,214.1,5.0
9897,"친환경흑미밥, 꽃게된장찌개, 순대야채볶음, 스크램블에그, 총각김치, 메론",884.7,158.2,28.9,14.0,82.4,0.4,186.1,7.0
9898,"친환경기장밥, 부대찌개, 어묵볶음, 콩나물볶음, 카레가자미구이, 깍두기",664.3,95.3,41.4,14.3,123.3,0.5,170.6,4.0
9899,"친환경차조밥, 쇠고기미역국, 아삭고추무침, 비엔나야채볶음, 츄러스고구마맛탕, 배추김치",644.0,69.4,26.8,31.7,92.3,0.3,117.6,2.0
9900,"자장소스, 밥용, 달걀볶음밥, 무장아찌볶음, 수제유린기, 깍두기, 액상요구르트",663.9,93.2,35.9,19.4,239.8,0.7,169.4,3.0
9901,"친환경수수밥, 고추장찌개, 돈육잡채, 오리불고기, 간장, 배추김치, 황도샐러드",817.6,100.9,36.1,34.0,155.0,1.0,121.2,4.0
9902,"토마토치즈제육덮밥, 두부된장국, 얼갈이된장볶음, 기름떡볶이, 간장, 배추김치, 자몽주스",1209.6,220.6,49.3,23.9,684.2,0.6,508.6,4.0
9903,"친환경차조밥, 어묵무국, 미나리숙주볶음, 닭갈비, 고구마치즈그라탕, 깍두기",659.9,100.0,34.7,16.6,134.4,0.2,221.3,2.0
9904,"친환경흑미밥, 아욱국, 연근조림, 보쌈, 무말랭이무침, 배추김치, 무쌈, 쌈장",716.8,88.6,53.2,18.4,238.9,1.0,214.1,5.0
9905,"친환경흑미밥, 꽃게된장찌개, 순대야채볶음, 스크램블에그, 총각김치, 메론",610.8,86.5,27.1,17.6,164.0,0.6,211.8,7.0
9906,"친환경기장밥, 부대찌개, 어묵볶음, 콩나물볶음, 카레가자미구이, 깍두기",671.2,95.3,42.7,14.5,123.8,0.6,172.9,4.0
9907,"자장소스, 밥용, 달걀볶음밥, 무장아찌볶음, 수제유린기, 깍두기, 액상요구르트",777.4,117.4,38.4,19.6,238.8,0.7,170.8,3.0
9908,"친환경차조밥, 쇠고기미역국, 아삭고추무침, 비엔나야채볶음, 츄러스고구마맛탕, 배추김치",1048.4,164.1,30.6,32.5,92.3,0.3,128.7,3.0
9909,"친환경수수밥, 고추장찌개, 돈육잡채, 오리불고기, 간장, 배추김치, 황도샐러드",977.0,135.4,39.6,34.3,155.0,1.0,123.1,5.0
9910,"토마토치즈제육덮밥, 두부된장국, 비름나물볶음, 기름떡볶이, 간장, 배추김치, 도마슈노",1030.2,165.7,53.5,26.5,788.4,0.7,445.9,4.0
9911,"친환경기장밥, 쇠고기우거지국, 메추리알사태장조림, 깻잎찜, 데리야끼삼치구이, 깍두기",614.9,73.4,45.7,16.1,311.1,0.7,196.8,4.0
9912,"친환경차조밥, 돈등뼈감자탕, 콩나물볶음, 미트볼조림, 머스타드, 배추김치, 수박",952.3,111.6,50.8,36.1,392.3,0.6,203.7,5.0
9913,"카레소스, 친환경현미밥, 건아귀채볶음, 수제칠리새우, 총각김치, 곤약젤리",1169.6,240.2,26.4,17.3,114.2,0.3,97.7,5.0
9914,"친환경흑미밥, 닭곰탕, 연근조림, 방풍나물볶음, 수제완자전, 깍두기",650.6,91.1,43.2,14.1,223.0,0.7,219.2,3.0
9915,"친환경기장밥, 콩비지찌개, 매콤감자조림, 고구마줄기볶음, 수제간장치킨, 총각김치",863.0,127.9,56.6,16.0,144.1,0.6,189.6,5.0
9916,"친환경기장밥, 근대된장국, 김치제육볶음, 머위볶음, 감자전, 간장소스, 깍두기",627.7,95.6,37.5,12.3,425.9,0.5,182.3,3.0
9917,"보조밥, 장각녹두삼계죽, 매콤어묵볶음, 청경채볶음, 메밀전병, 깍두기",873.9,77.7,65.4,34.7,248.1,0.5,168.1,5.0
9918,"햄야채볶음밥, 순두부백탕, 비름나물볶음, 고추장, 피자치킨까스, 배추김치, 얼려먹는, 요플레",860.5,99.9,44.5,31.6,314.8,1.3,451.1,7.0
9919,"친환경흑미밥, 어묵무국, 제육볶음, 건새우볶음, 배추김치, 에그타르트",769.3,91.8,51.4,22.6,41.9,0.2,467.6,4.0
9920,"친환경차조밥, 쇠고기버섯국, 닭갈비, 진미채볶음, 열무김치, 파인애플",673.9,94.1,41.4,17.3,144.5,0.4,100.5,4.0
9921,"친환경기장밥, 다슬기된장국, 미나리숙주볶음, 수제매운돈까스, 깍두기, 바나나",699.0,103.4,36.6,15.4,161.3,0.4,134.4,2.0
9922,"간장계란밥, 얼갈이된장국, 우엉채땅콩조림, 치즈불닭, 백김치, 아이스크림",651.0,86.1,43.6,15.9,218.2,0.6,308.3,3.0
9923,"친환경차조밥, 김치우동, 시금치나물볶음, 돼지고기부추구이, 총각김치, 무쌈",756.0,103.4,48.6,16.1,358.3,0.3,143.9,4.0
9924,"친환경기장밥, 경상도쇠고기무국, 떡볶이, 고사리나물, 가자미구이, 배추김치",593.8,108.6,29.1,6.0,60.7,0.3,94.9,2.0
9925,"친환경흑미밥, 북어콩나물국, 건파래볶음, 오리불고기, 고추장, 쇠고기오이볶음, 깍두기",720.9,87.0,35.2,27.4,57.7,0.5,136.7,4.0
9926,"친환경차조밥, 사골감자옹심이국, 야채달걀찜, 취나물볶음, 수제깐풍기, 배추김치",901.5,105.6,50.8,33.9,479.6,0.9,251.7,1.0
9927,"친환경흑미밥, 김치낙지수제비, 꽈리고추멸치볶음, 돼지갈비찜, 카레감자채볶음, 깍두기",861.6,102.8,47.3,29.5,91.3,0.5,190.4,3.0
9928,"중화비빔밥, 들깨미역국, 가지볶음, 하트군만두, 배추김치, 바나나우유",1311.5,225.4,58.8,21.9,278.2,1.1,311.2,3.0
9929,"친환경흑미밥, 부대찌개, 건새우마늘쫑볶음, 닭갈비, 고구마치즈그라탕, 배추김치",910.1,119.4,49.7,28.7,171.1,0.4,415.9,4.0
9930,"친환경수수밥, 쇠고기미역국, 짜장떡볶이, 가자미구이, 갓김치, 도넛",665.4,118.2,28.3,5.8,103.5,0.4,131.8,2.0
9931,"친환경기장밥, 순두부찌개, 우엉채조림, 야채달걀찜, 비엔나야채볶음, 총각김치",997.2,138.9,47.5,28.2,244.4,0.8,239.2,6.0
9932,"친환경기장밥, 어묵무국, 보쌈, 아몬드멸치볶음, 배추김치, 무쌈, 쌈장",699.9,70.1,62.2,19.4,34.6,0.3,177.5,4.0
9933,"산채비빔밥, 팽이버섯된장국, 김가루청포묵무침, 소떡소떡, 깍두기",813.4,108.8,37.5,26.4,106.3,0.5,156.9,4.0
9934,"친환경흑미밥, 아욱국, 미나리숙주무침, 바비큐맛닭볶음, 배추김치, 마들렌",764.6,132.7,47.2,7.0,737.2,0.9,232.5,9.0
